No.,Category,Title,URL,Replies,Views
487,Connected Things,2020 Rundown: Ring Products and new V3 App?,https://community.smartthings.com/t/2020-rundown-ring-products-and-new-v3-app/194836,18,296
488,Writing SmartApps,Horizontal scroll in Live Logging,https://community.smartthings.com/t/horizontal-scroll-in-live-logging/187617,2,78
489,Connected Things,Meross native Integration,https://community.smartthings.com/t/meross-native-integration/175830,50,4581
490,Devices & Integrations,Disable control portion of outlet controller,https://community.smartthings.com/t/disable-control-portion-of-outlet-controller/88649,8,791
491,SmartApps & Automations,Automations and SHM stopped working?,https://community.smartthings.com/t/automations-and-shm-stopped-working/195776,9,86
492,SmartApps & Automations,SmartThings Home Monitor not working at all!,https://community.smartthings.com/t/smartthings-home-monitor-not-working-at-all/195761,7,107
493,Devices & Integrations,Secondary Account Can't Access Routines via Google Assistant,https://community.smartthings.com/t/secondary-account-cant-access-routines-via-google-assistant/195797,3,58
494,Devices & Integrations,Smarter Coffee and iBrew (includes DTH links),https://community.smartthings.com/t/smarter-coffee-and-ibrew-includes-dth-links/22776,56,17414
495,SmartApps & Automations,Gentle wake-up in new app?,https://community.smartthings.com/t/gentle-wake-up-in-new-app/188174,7,195
496,SmartApps & Automations,D-Link ZCH 510 Siren - SHM- Battery Drain 2-3 days,https://community.smartthings.com/t/d-link-zch-510-siren-shm-battery-drain-2-3-days/195858,1,30
497,Connected Things,VLC for Android using smarthings,https://community.smartthings.com/t/vlc-for-android-using-smarthings/85126,5,2135
498,Writing SmartApps,Groovy variables,https://community.smartthings.com/t/groovy-variables/195744,6,92
499,General Discussion,Bonjour mDNS/DNS-SD Device Types,https://community.smartthings.com/t/bonjour-mdns-dns-sd-device-types/25301,6,1135
500,General Discussion,Smartthings Cam Not registrering on my samsung account,https://community.smartthings.com/t/smartthings-cam-not-registrering-on-my-samsung-account/195320,10,143
501,General Discussion,IoT labels,https://community.smartthings.com/t/iot-labels/195825,3,70
502,Community Created Device Types,[RELEASE] Pi hole controller,https://community.smartthings.com/t/release-pi-hole-controller/133116,18,1698
503,Devices & Integrations,My Somfy-SmartThings Integration,https://community.smartthings.com/t/my-somfy-smartthings-integration/13492,260,57404
504,Device Ideas,Nfc implants and smartthings,https://community.smartthings.com/t/nfc-implants-and-smartthings/195834,1,65
505,SmartApps & Automations,Multipurpose Sensor Alert when door is left open,https://community.smartthings.com/t/multipurpose-sensor-alert-when-door-is-left-open/176775,9,221
506,SmartThings (Samsung Connect),"New App, Cloud Control setting gone?",https://community.smartthings.com/t/new-app-cloud-control-setting-gone/159544,13,1650
507,Devices & Integrations,In-ground Motion (Pressure) Sensors,https://community.smartthings.com/t/in-ground-motion-pressure-sensors/195636,12,124
508,SmartApps & Automations,SHM Stay Mode Disarm Issues (UK Servers),https://community.smartthings.com/t/shm-stay-mode-disarm-issues-uk-servers/195749,2,50
509,SmartApps & Automations,Sunset to Sunrise Automation in New SmartThings app not working,https://community.smartthings.com/t/sunset-to-sunrise-automation-in-new-smartthings-app-not-working/182274,27,1272
510,Devices & Integrations,Google Home Integration No Longer allows you select what devices to share?,https://community.smartthings.com/t/google-home-integration-no-longer-allows-you-select-what-devices-to-share/195820,4,73
511,webCoRE,SmartenIT ZBWS3B battery switch in webcore without virtual buttons?,https://community.smartthings.com/t/smartenit-zbws3b-battery-switch-in-webcore-without-virtual-buttons/195765,5,43
512,Devices & Integrations,SmartThings Samsung TV - Showing Shows,https://community.smartthings.com/t/smartthings-samsung-tv-showing-shows/195111,5,128
513,Connected Things,Linear Garage Door Opener Stopped Working,https://community.smartthings.com/t/linear-garage-door-opener-stopped-working/70083,132,23706
514,General Discussion,New Firmware? Things unavailable or not responding,https://community.smartthings.com/t/new-firmware-things-unavailable-or-not-responding/195807,3,90
515,Apps & Clients,How to pair xiaomi mijia button,https://community.smartthings.com/t/how-to-pair-xiaomi-mijia-button/195810,1,45
516,Connected Things,Changing ZigBee channel,https://community.smartthings.com/t/changing-zigbee-channel/1681,32,17827
517,Community Created SmartApps,New App: Integration with HoneyWell TotalConnect Alarm & Monitoring System,https://community.smartthings.com/t/new-app-integration-with-honeywell-totalconnect-alarm-monitoring-system/21248,794,61406
518,Devices & Integrations,Hub out of range,https://community.smartthings.com/t/hub-out-of-range/195755,8,74
519,How-To,How to get ST's Harmony Activities Buttons to Automatically Toggle,https://community.smartthings.com/t/how-to-get-sts-harmony-activities-buttons-to-automatically-toggle/195778,1,66
520,Community Created Device Types,[RELEASE]My Ecobee Devices and ecosystem V5,https://community.smartthings.com/t/release-my-ecobee-devices-and-ecosystem-v5/56534,1160,62540
521,Community Created SmartApps,[Release] The Weather Company SmartApp: the “poor guy” weather station with event based switches automation,https://community.smartthings.com/t/release-the-weather-company-smartapp-the-poor-guy-weather-station-with-event-based-switches-automation/149123,22,2987
522,Devices & Integrations,Device handler with multiple actions/buttons - alexa integration,https://community.smartthings.com/t/device-handler-with-multiple-actions-buttons-alexa-integration/195384,5,92
523,SmartApps & Automations,New smart app to link the virtual/simulated garage door device with two actual devices,https://community.smartthings.com/t/new-smart-app-to-link-the-virtual-simulated-garage-door-device-with-two-actual-devices/25755,341,28007
524,Devices & Integrations,Remotec ZXT-120 with New ST App on Hub v2,https://community.smartthings.com/t/remotec-zxt-120-with-new-st-app-on-hub-v2/179437,2,102
525,Devices & Integrations,Fibaro Dimmer S2 not playing nice with Webcore,https://community.smartthings.com/t/fibaro-dimmer-s2-not-playing-nice-with-webcore/195777,3,42
526,Connected Things,Tornado warning,https://community.smartthings.com/t/tornado-warning/3083,24,4364
527,Projects & Stories,Products for Deaf,https://community.smartthings.com/t/products-for-deaf/33002,27,5613
528,Devices & Integrations,Rachio + new Smartthings App + Webcore,https://community.smartthings.com/t/rachio-new-smartthings-app-webcore/195758,4,62
529,Devices & Integrations,Ikea Tradfri Wireless control outlet kit and button now working with SmartThings (July 2019),https://community.smartthings.com/t/ikea-tradfri-wireless-control-outlet-kit-and-button-now-working-with-smartthings-july-2019/169305,127,12114
530,Community Created Device Types,[RELEASE] Alarm.com Z-Wave Thermostat ADC-T2000,https://community.smartthings.com/t/release-alarm-com-z-wave-thermostat-adc-t2000/74833,64,10000
531,SmartApps & Automations,Unable to delete lock codes?,https://community.smartthings.com/t/unable-to-delete-lock-codes/194750,11,134
532,Projects & Stories,Hampton Bay Zigbee Ceiling Fan/Light Controller installation HOWTO,https://community.smartthings.com/t/hampton-bay-zigbee-ceiling-fan-light-controller-installation-howto/158546,14,2286
533,Devices & Integrations,Help When Schlage Connect Deadbolt Alarm is Triggered,https://community.smartthings.com/t/help-when-schlage-connect-deadbolt-alarm-is-triggered/77724,13,6826
534,SmartApps & Automations,Simple Device Viewer,https://community.smartthings.com/t/simple-device-viewer/195739,9,97
535,Community Created Device Types,[RELEASE] Visonic Powermax Alarm,https://community.smartthings.com/t/release-visonic-powermax-alarm/84119,678,23495
536,Devices & Integrations,Quirky Ge Tapt switches with Smartthings hub,https://community.smartthings.com/t/quirky-ge-tapt-switches-with-smartthings-hub/97343,25,2868
537,Community Created Device Types,[Alpha] Lutron Connected Bulb Remote,https://community.smartthings.com/t/alpha-lutron-connected-bulb-remote/27918,271,30412
538,Connected Things,Need help with buggered Z-WAVE network,https://community.smartthings.com/t/need-help-with-buggered-z-wave-network/195742,12,60
539,Devices & Integrations,Galaxy Home Mini Firmware Update,https://community.smartthings.com/t/galaxy-home-mini-firmware-update/195745,1,57
540,Devices & Integrations,Roller blinds with batteries and Smartthings,https://community.smartthings.com/t/roller-blinds-with-batteries-and-smartthings/195703,3,82
541,Projects & Stories,Successful Hampton Bay Ceiling Fan Installation,https://community.smartthings.com/t/successful-hampton-bay-ceiling-fan-installation/135654,67,8113
542,SmartThings (Samsung Connect),Smartthings Bond Support,https://community.smartthings.com/t/smartthings-bond-support/165134,145,7765
543,Projects & Stories,LutronPro Caseta v1.0,https://community.smartthings.com/t/lutronpro-caseta-v1-0/102404,388,13338
544,Announcements,SmartThings Status Page Updates,https://community.smartthings.com/t/smartthings-status-page-updates/168572,8,900
545,Devices & Integrations,Thermostat for 220 Volts valve,https://community.smartthings.com/t/thermostat-for-220-volts-valve/26650,9,952
546,Devices & Integrations,RFID and NFC readers? (UK),https://community.smartthings.com/t/rfid-and-nfc-readers-uk/41778,5,1952
547,Connected Things,Quirky GE Tapt Switch Device Type,https://community.smartthings.com/t/quirky-ge-tapt-switch-device-type/9403,207,22172
548,Apps & Clients,Video recording during Home Monitor in new app,https://community.smartthings.com/t/video-recording-during-home-monitor-in-new-app/195691,2,64
549,Connected Things,Keypad for my new Samsung Smartthings setup?,https://community.smartthings.com/t/keypad-for-my-new-samsung-smartthings-setup/158010,8,5851
550,Devices & Integrations,Hot bulb - GE/Wink LED bulb,https://community.smartthings.com/t/hot-bulb-ge-wink-led-bulb/195655,5,72
551,Projects & Stories,Aeotec Home Energy Meter Gen 5 composite DTH,https://community.smartthings.com/t/aeotec-home-energy-meter-gen-5-composite-dth/88359,247,13563
552,Community Created SmartApps,[RELEASE] Honeywell Evohome Integration,https://community.smartthings.com/t/release-honeywell-evohome-integration/44953,272,25598
553,Devices & Integrations,Thermostat + Smart Radiator Valves,https://community.smartthings.com/t/thermostat-smart-radiator-valves/176261,20,480
554,Community Created Device Types,[RELEASE] Fibaro FGBS-001 Universal Binary Sensor (UBS),https://community.smartthings.com/t/release-fibaro-fgbs-001-universal-binary-sensor-ubs/107436,191,6655
555,Android,"""migration issue"" reported in Shm tile in Smartthings Classic",https://community.smartthings.com/t/migration-issue-reported-in-shm-tile-in-smartthings-classic/191191,8,524
556,Community Created Device Types,[RELEASE] Improved Mobile Presence (Android only),https://community.smartthings.com/t/release-improved-mobile-presence-android-only/102492,463,21541
557,Writing Device Types,Modify Multipurpose Sensor Device Handler?,https://community.smartthings.com/t/modify-multipurpose-sensor-device-handler/58095,14,2790
558,Devices & Integrations,"Aeotec LED Light Bulb, how do I connect it to Smartthings? <solved>",https://community.smartthings.com/t/aeotec-led-light-bulb-how-do-i-connect-it-to-smartthings-solved/195661,5,54
559,FAQ,"FAQ: Are Smart Bulbs Repeaters? (Updated 2019: the new answer is yes, but may be inconsistent)",https://community.smartthings.com/t/faq-are-smart-bulbs-repeaters-updated-2019-the-new-answer-is-yes-but-may-be-inconsistent/43065,36,21646
560,SmartApps & Automations,Echo Speaks using SmartThings Home Monitor as condition,https://community.smartthings.com/t/echo-speaks-using-smartthings-home-monitor-as-condition/195672,1,59
561,Devices & Integrations,Control Device with IDE,https://community.smartthings.com/t/control-device-with-ide/195664,4,73
562,Devices & Integrations,Sonos Connect Integration Issues,https://community.smartthings.com/t/sonos-connect-integration-issues/173342,7,349
563,Community Created Device Types,[RELEASE] Dome Siren (Official),https://community.smartthings.com/t/release-dome-siren-official/75499,351,30161
564,Projects & Stories,"Replacing broken, dumb 3-way switches with smart switches",https://community.smartthings.com/t/replacing-broken-dumb-3-way-switches-with-smart-switches/191809,6,103
565,webCoRE,I'm not sure where I should be posting this,https://community.smartthings.com/t/im-not-sure-where-i-should-be-posting-this/195596,6,121
566,Devices & Integrations,ECOWITT with Smartthings,https://community.smartthings.com/t/ecowitt-with-smartthings/192477,13,208
567,Writing SmartApps,Build and serve image from ST?,https://community.smartthings.com/t/build-and-serve-image-from-st/193979,2,112
568,Community Created SmartApps,[RELEASE] SmartBulb Power Outage handler,https://community.smartthings.com/t/release-smartbulb-power-outage-handler/49650,75,12085
